configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 129887.84184856375
1,1,1,0,1,0,1, 128781.67385268408
10,1,0,1,1,1,0, 127693.37245858266
11,1,0,1,1,1,1, 128054.4180054756
12,0,0,1,1,1,1, 127781.81000378235
13,1,0,1,0,1,1, 128785.32259435457
14,0,1,1,1,0,0, 127200.40805890906
15,0,0,1,0,0,1, 129145.23931904297
16,1,1,1,1,0,1, 128629.27499395442
17,0,1,0,1,0,1, 127555.25055677867
18,0,1,0,0,1,0, 128296.08684105526
19,0,1,0,0,0,1, 128750.99942963308
2,1,0,1,1,0,0, 129072.56201291243
20,1,0,0,0,0,1, 128368.8808159126
21,0,0,0,0,0,1, 128090.01141282002
22,1,1,0,1,0,0, 125462.01386606178
23,0,1,1,0,1,0, 127595.77657979522
24,1,1,1,1,1,0, 128249.02883422915
25,0,1,1,0,0,1, 128372.50620360136
26,1,1,1,0,0,0, 126603.59275675526
27,0,0,1,0,1,0, 128227.32139536971
28,1,0,0,0,1,0, 126312.86433366807
29,1,1,0,0,1,1, 127758.79140183334
3,1,0,1,0,0,0, 126878.91817959203
4,1,1,1,1,1,1, 128418.66539617801
5,1,0,0,1,1,1, 128291.97200156003
6,1,0,0,1,0,1, 129397.24176839447
7,0,0,0,1,1,1, 128332.96758437571
8,0,0,1,1,0,1, 128384.86701895474
9,0,1,1,1,1,1, 128364.92608105732
