configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 12697028.196722595
1,1,1,0,1,0,1, 12204159.652351333
10,1,0,1,1,1,0, 12620437.92924915
11,1,0,1,1,1,1, 12999656.059129883
12,0,0,1,1,1,1, 12727203.581995493
13,1,0,1,0,1,1, 12929043.895952363
14,0,1,1,1,0,0, 12912569.078186795
15,0,0,1,0,0,1, 12865311.390156506
16,1,1,1,1,0,1, 12613722.259487174
17,0,1,0,1,0,1, 12081676.7480845
18,0,1,0,0,1,0, 12843911.778304422
19,0,1,0,0,0,1, 12775068.318931933
2,1,0,1,1,0,0, 12774138.557418332
20,1,0,0,0,0,1, 12727074.425569097
21,0,0,0,0,0,1, 12804072.644036235
22,1,1,0,1,0,0, 12729708.825769119
23,0,1,1,0,1,0, 12920089.819539346
24,1,1,1,1,1,0, 12789982.48135252
25,0,1,1,0,0,1, 12729238.23714545
26,1,1,1,0,0,0, 12767695.561559556
27,0,0,1,0,1,0, 12663080.189755356
28,1,0,0,0,1,0, 12878776.11968475
29,1,1,0,0,1,1, 12861519.614077665
3,1,0,1,0,0,0, 12848689.172233608
4,1,1,1,1,1,1, 12568348.809590634
5,1,0,0,1,1,1, 12819230.194079243
6,1,0,0,1,0,1, 12816734.126873866
7,0,0,0,1,1,1, 12772859.301553024
8,0,0,1,1,0,1, 12800562.646375818
9,0,1,1,1,1,1, 12403926.683632752
