configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 13.46816555171791
1,1,1,0,1,0,1, 13.615506311074592
10,1,0,1,1,1,0, 13.615465886329599
11,1,0,1,1,1,1, 13.586123102614906
12,0,0,1,1,1,1, 13.592749363450379
13,1,0,1,0,1,1, 13.424121444140422
14,0,1,1,1,0,0, 13.605114745952298
15,0,0,1,0,0,1, 13.612994211135044
16,1,1,1,1,0,1, 13.644443577377958
17,0,1,0,1,0,1, 13.645707160247657
18,0,1,0,0,1,0, 13.611923900710332
19,0,1,0,0,0,1, 13.592871186762855
2,1,0,1,1,0,0, 13.602202371692332
20,1,0,0,0,0,1, 13.632572340537935
21,0,0,0,0,0,1, 13.60452932567832
22,1,1,0,1,0,0, 13.60623332264582
23,0,1,1,0,1,0, 13.611825995941343
24,1,1,1,1,1,0, 13.090027679845281
25,0,1,1,0,0,1, 13.601713422121584
26,1,1,1,0,0,0, 13.597276457367224
27,0,0,1,0,1,0, 13.614672676037396
28,1,0,0,0,1,0, 13.594464011386044
29,1,1,0,0,1,1, 13.591375975311884
3,1,0,1,0,0,0, 13.122960509445663
4,1,1,1,1,1,1, 13.604365754567096
5,1,0,0,1,1,1, 13.605783623035014
6,1,0,0,1,0,1, 13.601125854954446
7,0,0,0,1,1,1, 13.595580479215391
8,0,0,1,1,0,1, 13.630116709927364
9,0,1,1,1,1,1, 13.573266644413126
