configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 114.3672611592002
1,1,1,0,1,0,1, 97.77435711045807
10,1,0,1,1,1,0, 83.97961697124644
11,1,0,1,1,1,1, 90.17572575869931
12,0,0,1,1,1,1, 92.17689152982415
13,1,0,1,0,1,1, 86.77629219631422
14,0,1,1,1,0,0, 92.78315729613561
15,0,0,1,0,0,1, 92.57229957228454
16,1,1,1,1,0,1, 83.57649212247004
17,0,1,0,1,0,1, 99.98415165209943
18,0,1,0,0,1,0, 99.97986029689346
19,0,1,0,0,0,1, 92.5818133952239
2,1,0,1,1,0,0, 93.57944742670001
20,1,0,0,0,0,1, 77.98102327119835
21,0,0,0,0,0,1, 79.18401916043706
22,1,1,0,1,0,0, 101.18519166862153
23,0,1,1,0,1,0, 96.78912922574014
24,1,1,1,1,1,0, 96.77479661068436
25,0,1,1,0,0,1, 77.58621227835395
26,1,1,1,0,0,0, 82.38159949308202
27,0,0,1,0,1,0, 113.97463968528304
28,1,0,0,0,1,0, 101.18296180106232
29,1,1,0,0,1,1, 92.3843242832862
3,1,0,1,0,0,0, 105.98483041242004
4,1,1,1,1,1,1, 85.98544947345175
5,1,0,0,1,1,1, 100.37563903315794
6,1,0,0,1,0,1, 80.37398390589748
7,0,0,0,1,1,1, 96.98228674782277
8,0,0,1,1,0,1, 92.37859253600436
9,0,1,1,1,1,1, 95.1889454031657
