configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 1186512729.4543574
1,1,1,0,1,0,1, 13481031.89989239
10,1,0,1,1,1,0, 13453432.056727264
11,1,0,1,1,1,1, 13536313.892222717
12,0,0,1,1,1,1, 1280935357.4434745
13,1,0,1,0,1,1, 13397830.06029943
14,0,1,1,1,0,0, 1258684624.9747272
15,0,0,1,0,0,1, 1394680999.0780602
16,1,1,1,1,0,1, 13304594.80364189
17,0,1,0,1,0,1, 1399826785.4335704
18,0,1,0,0,1,0, 1392361360.7692385
19,0,1,0,0,0,1, 1392146589.2492092
2,1,0,1,1,0,0, 13645614.507667908
20,1,0,0,0,0,1, 13425651.438606575
21,0,0,0,0,0,1, 1272593967.352289
22,1,1,0,1,0,0, 13598442.68839338
23,0,1,1,0,1,0, 1191519876.779687
24,1,1,1,1,1,0, 14041564.792598316
25,0,1,1,0,0,1, 1191518811.9909258
26,1,1,1,0,0,0, 12873104.525824314
27,0,0,1,0,1,0, 1390853991.7224438
28,1,0,0,0,1,0, 13604072.837171316
29,1,1,0,0,1,1, 13037868.484972864
3,1,0,1,0,0,0, 13435783.659504121
4,1,1,1,1,1,1, 13465756.239113111
5,1,0,0,1,1,1, 13330849.076284572
6,1,0,0,1,0,1, 13779006.959691951
7,0,0,0,1,1,1, 1391209774.5953574
8,0,0,1,1,0,1, 1191639883.5672503
9,0,1,1,1,1,1, 1242575240.1674275
