configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 12075486.298788749
1,1,1,0,1,0,1, 12582322.453913849
10,1,0,1,1,1,0, 12554251.86239552
11,1,0,1,1,1,1, 12668454.20117888
12,0,0,1,1,1,1, 12281900.158639226
13,1,0,1,0,1,1, 12511401.779631123
14,0,1,1,1,0,0, 12559200.729923565
15,0,0,1,0,0,1, 12656543.603393704
16,1,1,1,1,0,1, 12211526.342361785
17,0,1,0,1,0,1, 12553019.901438247
18,0,1,0,0,1,0, 12021901.227962134
19,0,1,0,0,0,1, 12548300.52152746
2,1,0,1,1,0,0, 12564177.927649949
20,1,0,0,0,0,1, 12608254.88622138
21,0,0,0,0,0,1, 12581830.54461507
22,1,1,0,1,0,0, 12671321.007008385
23,0,1,1,0,1,0, 12531428.462304892
24,1,1,1,1,1,0, 12615716.607166901
25,0,1,1,0,0,1, 12624425.581061406
26,1,1,1,0,0,0, 12112998.069643557
27,0,0,1,0,1,0, 12615465.740437422
28,1,0,0,0,1,0, 12674228.883986361
29,1,1,0,0,1,1, 12556109.434435712
3,1,0,1,0,0,0, 11921265.95512909
4,1,1,1,1,1,1, 12658930.928329818
5,1,0,0,1,1,1, 12510328.524101917
6,1,0,0,1,0,1, 12644272.831535034
7,0,0,0,1,1,1, 12631505.233626848
8,0,0,1,1,0,1, 12639968.747646935
9,0,1,1,1,1,1, 12630844.718758132
