configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 10.187531253953061
1,1,1,0,1,0,1, 10.165615862838699
10,1,0,1,1,1,0, 10.217304055651116
11,1,0,1,1,1,1, 10.223834726855317
12,0,0,1,1,1,1, 10.213303281505492
13,1,0,1,0,1,1, 10.1919663778699
14,0,1,1,1,0,0, 10.217141547225033
15,0,0,1,0,0,1, 10.205446588354238
16,1,1,1,1,0,1, 10.223714042293953
17,0,1,0,1,0,1, 10.230213607432376
18,0,1,0,0,1,0, 10.23188564647126
19,0,1,0,0,0,1, 10.23254531405069
2,1,0,1,1,0,0, 10.243748146471802
20,1,0,0,0,0,1, 10.225238384505372
21,0,0,0,0,0,1, 10.245126385854485
22,1,1,0,1,0,0, 10.23962351607592
23,0,1,1,0,1,0, 10.227913143187212
24,1,1,1,1,1,0, 10.252619912120188
25,0,1,1,0,0,1, 10.237527117953638
26,1,1,1,0,0,0, 10.230436094004652
27,0,0,1,0,1,0, 10.222857233457216
28,1,0,0,0,1,0, 10.192749511858874
29,1,1,0,0,1,1, 10.16743720012274
3,1,0,1,0,0,0, 10.209875072593967
4,1,1,1,1,1,1, 10.268874108942597
5,1,0,0,1,1,1, 10.243735744555243
6,1,0,0,1,0,1, 10.239144580905133
7,0,0,0,1,1,1, 10.237919621971473
8,0,0,1,1,0,1, 10.229615840034072
9,0,1,1,1,1,1, 10.222168860797074
