configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 25747.779897678323
1,1,1,0,1,0,1, 25896.87347046591
10,1,0,1,1,1,0, 25014.696133978712
11,1,0,1,1,1,1, 25625.124922483996
12,0,0,1,1,1,1, 25833.051322523064
13,1,0,1,0,1,1, 26101.755082011714
14,0,1,1,1,0,0, 26179.381119430334
15,0,0,1,0,0,1, 24995.93816004899
16,1,1,1,1,0,1, 26011.996732893207
17,0,1,0,1,0,1, 25945.250332747837
18,0,1,0,0,1,0, 25655.958724693603
19,0,1,0,0,0,1, 25875.698320408424
2,1,0,1,1,0,0, 26195.016660030597
20,1,0,0,0,0,1, 25679.610902535605
21,0,0,0,0,0,1, 25145.656213617378
22,1,1,0,1,0,0, 25044.955695473374
23,0,1,1,0,1,0, 25953.39807841041
24,1,1,1,1,1,0, 26217.06153930855
25,0,1,1,0,0,1, 26053.1327589486
26,1,1,1,0,0,0, 25633.729887134687
27,0,0,1,0,1,0, 24650.760352703077
28,1,0,0,0,1,0, 25909.957714949007
29,1,1,0,0,1,1, 26191.86061739454
3,1,0,1,0,0,0, 24940.579070364856
4,1,1,1,1,1,1, 24242.424242424244
5,1,0,0,1,1,1, 25662.279272320407
6,1,0,0,1,0,1, 26247.890325815064
7,0,0,0,1,1,1, 25872.752628024846
8,0,0,1,1,0,1, 25755.472393996915
9,0,1,1,1,1,1, 25580.485159481534
