configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 1190702650.7803435
1,1,1,0,1,0,1, 13783449.438538997
10,1,0,1,1,1,0, 13850349.564083474
11,1,0,1,1,1,1, 13657445.000283517
12,0,0,1,1,1,1, 1191720900.3951926
13,1,0,1,0,1,1, 13697162.062022228
14,0,1,1,1,0,0, 1191401611.6780615
15,0,0,1,0,0,1, 1253154440.3572674
16,1,1,1,1,0,1, 13863379.346665734
17,0,1,0,1,0,1, 1191959768.878524
18,0,1,0,0,1,0, 1261388843.3562555
19,0,1,0,0,0,1, 1273814308.8019881
2,1,0,1,1,0,0, 13752240.170818819
20,1,0,0,0,0,1, 13692925.448533973
21,0,0,0,0,0,1, 1198529409.2090182
22,1,1,0,1,0,0, 13753580.319478625
23,0,1,1,0,1,0, 1396422647.255107
24,1,1,1,1,1,0, 13557083.153766716
25,0,1,1,0,0,1, 1185628325.628172
26,1,1,1,0,0,0, 13797215.985396162
27,0,0,1,0,1,0, 1390052613.9084523
28,1,0,0,0,1,0, 13414743.400919553
29,1,1,0,0,1,1, 12817524.164976362
3,1,0,1,0,0,0, 13809730.66686044
4,1,1,1,1,1,1, 13657802.503131978
5,1,0,0,1,1,1, 13852652.441467732
6,1,0,0,1,0,1, 13812356.864013381
7,0,0,0,1,1,1, 1191481943.079238
8,0,0,1,1,0,1, 1189157315.9163961
9,0,1,1,1,1,1, 1189800822.7020564
