configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 10.189684871891902
1,1,1,0,1,0,1, 10.247279126034798
10,1,0,1,1,1,0, 10.196079976028685
11,1,0,1,1,1,1, 10.202301243247424
12,0,0,1,1,1,1, 10.244723512541325
13,1,0,1,0,1,1, 10.17008098288656
14,0,1,1,1,0,0, 10.201853464575962
15,0,0,1,0,0,1, 10.179535345133228
16,1,1,1,1,0,1, 10.255829365577565
17,0,1,0,1,0,1, 10.241868441266078
18,0,1,0,0,1,0, 10.269303172347984
19,0,1,0,0,0,1, 10.24345538792957
2,1,0,1,1,0,0, 10.236813691008427
20,1,0,0,0,0,1, 10.199391886566005
21,0,0,0,0,0,1, 10.253403590406652
22,1,1,0,1,0,0, 10.133825035475601
23,0,1,1,0,1,0, 10.179963601139308
24,1,1,1,1,1,0, 10.190549012503382
25,0,1,1,0,0,1, 10.26454801310448
26,1,1,1,0,0,0, 10.290292498956337
27,0,0,1,0,1,0, 10.223881640003448
28,1,0,0,0,1,0, 10.162130430154601
29,1,1,0,0,1,1, 10.23838812387061
3,1,0,1,0,0,0, 10.276413103480296
4,1,1,1,1,1,1, 10.203670515184756
5,1,0,0,1,1,1, 10.234590483455719
6,1,0,0,1,0,1, 10.25807003186847
7,0,0,0,1,1,1, 10.238478113297482
8,0,0,1,1,0,1, 10.288141843696998
9,0,1,1,1,1,1, 10.240544954286339
