configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 97.58394956762623
1,1,1,0,1,0,1, 79.77696990455098
10,1,0,1,1,1,0, 91.78146038363431
11,1,0,1,1,1,1, 93.58966478101063
12,0,0,1,1,1,1, 94.18793601356606
13,1,0,1,0,1,1, 105.37979011631978
14,0,1,1,1,0,0, 87.58858275816661
15,0,0,1,0,0,1, 93.37080653423573
16,1,1,1,1,0,1, 72.77983627358057
17,0,1,0,1,0,1, 78.18933287952112
18,0,1,0,0,1,0, 94.7835423165
19,0,1,0,0,0,1, 103.9702018490335
2,1,0,1,1,0,0, 86.98151703650035
20,1,0,0,0,0,1, 91.97233847305871
21,0,0,0,0,0,1, 88.98955550944478
22,1,1,0,1,0,0, 90.57977465950773
23,0,1,1,0,1,0, 87.18229303217475
24,1,1,1,1,1,0, 101.58836959455395
25,0,1,1,0,0,1, 91.37821835684672
26,1,1,1,0,0,0, 89.37423197893277
27,0,0,1,0,1,0, 84.58388521352333
28,1,0,0,0,1,0, 80.58194493834822
29,1,1,0,0,1,1, 119.58257284899449
3,1,0,1,0,0,0, 86.59456090903475
4,1,1,1,1,1,1, 83.77684892126004
5,1,0,0,1,1,1, 88.59076396990233
6,1,0,0,1,0,1, 88.17374783607453
7,0,0,0,1,1,1, 97.1841302008379
8,0,0,1,1,0,1, 94.18772283754112
9,0,1,1,1,1,1, 78.57302211000457
