configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 1191042885.8454592
1,1,1,0,1,0,1, 13936623.001474971
10,1,0,1,1,1,0, 14052439.049771177
11,1,0,1,1,1,1, 13796700.112882778
12,0,0,1,1,1,1, 1191023706.9100277
13,1,0,1,0,1,1, 13911626.37951252
14,0,1,1,1,0,0, 1391754937.5637858
15,0,0,1,0,0,1, 1393213947.4369636
16,1,1,1,1,0,1, 13901949.094273767
17,0,1,0,1,0,1, 1393904214.3313954
18,0,1,0,0,1,0, 1401306429.5764554
19,0,1,0,0,0,1, 1191090991.9431984
2,1,0,1,1,0,0, 12630988.483491754
20,1,0,0,0,0,1, 13777994.015433231
21,0,0,0,0,0,1, 1190815218.4041443
22,1,1,0,1,0,0, 13700387.356175665
23,0,1,1,0,1,0, 1391927912.1647832
24,1,1,1,1,1,0, 13571161.38075538
25,0,1,1,0,0,1, 1191505324.8313391
26,1,1,1,0,0,0, 13876908.14267566
27,0,0,1,0,1,0, 1398157077.9702709
28,1,0,0,0,1,0, 13914513.303873913
29,1,1,0,0,1,1, 13280317.24270437
3,1,0,1,0,0,0, 13943362.19078111
4,1,1,1,1,1,1, 14040797.428786386
5,1,0,0,1,1,1, 13689510.837462243
6,1,0,0,1,0,1, 13767192.649842989
7,0,0,0,1,1,1, 1190953209.7707467
8,0,0,1,1,0,1, 1190853889.6348531
9,0,1,1,1,1,1, 1393760002.6670992
