configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 27397.035092862254
1,1,1,0,1,0,1, 28038.143089859444
10,1,0,1,1,1,0, 27647.756522796957
11,1,0,1,1,1,1, 28129.316091937857
12,0,0,1,1,1,1, 27761.121105114707
13,1,0,1,0,1,1, 27985.17904917556
14,0,1,1,1,0,0, 27290.04404613109
15,0,0,1,0,0,1, 26173.00882292127
16,1,1,1,1,0,1, 27778.858066702593
17,0,1,0,1,0,1, 27415.061286369506
18,0,1,0,0,1,0, 27269.950695929143
19,0,1,0,0,0,1, 27464.604990318727
2,1,0,1,1,0,0, 28232.95576460491
20,1,0,0,0,0,1, 27650.50863110627
21,0,0,0,0,0,1, 27630.949979691253
22,1,1,0,1,0,0, 27848.016664253173
23,0,1,1,0,1,0, 27243.799311276754
24,1,1,1,1,1,0, 27908.56039272926
25,0,1,1,0,0,1, 26886.49061392613
26,1,1,1,0,0,0, 27266.90207092121
27,0,0,1,0,1,0, 27639.19791047664
28,1,0,0,0,1,0, 27681.814155372485
29,1,1,0,0,1,1, 27983.612796346457
3,1,0,1,0,0,0, 27803.805228783614
4,1,1,1,1,1,1, 28083.103519936198
5,1,0,0,1,1,1, 27137.189347024952
6,1,0,0,1,0,1, 27057.228744517528
7,0,0,0,1,1,1, 27307.929676619497
8,0,0,1,1,0,1, 27442.521638428312
9,0,1,1,1,1,1, 27209.69971375396
