configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 93.5822135398973
1,1,1,0,1,0,1, 112.18596279871639
10,1,0,1,1,1,0, 87.38547260210727
11,1,0,1,1,1,1, 83.18312918038204
12,0,0,1,1,1,1, 76.38384364075878
13,1,0,1,0,1,1, 108.58666857580829
14,0,1,1,1,0,0, 94.1902510452841
15,0,0,1,0,0,1, 83.18072895489406
16,1,1,1,1,0,1, 96.78428494208539
17,0,1,0,1,0,1, 101.57633104901375
18,0,1,0,0,1,0, 114.77447112757518
19,0,1,0,0,0,1, 85.3832476360473
2,1,0,1,1,0,0, 82.58333124828751
20,1,0,0,0,0,1, 86.78140859320541
21,0,0,0,0,0,1, 100.77027081516627
22,1,1,0,1,0,0, 93.18259982676915
23,0,1,1,0,1,0, 80.18593083317099
24,1,1,1,1,1,0, 94.56349047369316
25,0,1,1,0,0,1, 96.77622196613144
26,1,1,1,0,0,0, 105.17163455809555
27,0,0,1,0,1,0, 92.97514809621944
28,1,0,0,0,1,0, 83.9871187612162
29,1,1,0,0,1,1, 99.77501701420977
3,1,0,1,0,0,0, 89.98404372342121
4,1,1,1,1,1,1, 92.16933717864289
5,1,0,0,1,1,1, 121.97472800731428
6,1,0,0,1,0,1, 78.98724926212357
7,0,0,0,1,1,1, 92.77270365439465
8,0,0,1,1,0,1, 83.38444498200329
9,0,1,1,1,1,1, 72.58125290109068
