configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 41185.63560349929
1,1,1,0,1,0,1, 40634.73074817885
10,1,0,1,1,1,0, 35682.99937019506
11,1,0,1,1,1,1, 39088.22799381625
12,0,0,1,1,1,1, 36564.782556551094
13,1,0,1,0,1,1, 35859.74822153579
14,0,1,1,1,0,0, 39599.09872451303
15,0,0,1,0,0,1, 38676.17636491127
16,1,1,1,1,0,1, 40117.850196737934
17,0,1,0,1,0,1, 39505.7982660115
18,0,1,0,0,1,0, 40665.432877433166
19,0,1,0,0,0,1, 40151.12884898759
2,1,0,1,1,0,0, 39300.405619486395
20,1,0,0,0,0,1, 31773.477978914485
21,0,0,0,0,0,1, 38408.10687593452
22,1,1,0,1,0,0, 40314.92406079329
23,0,1,1,0,1,0, 38588.31592099891
24,1,1,1,1,1,0, 35583.2630563888
25,0,1,1,0,0,1, 37870.898108348636
26,1,1,1,0,0,0, 40265.381073579745
27,0,0,1,0,1,0, 38967.34964740394
28,1,0,0,0,1,0, 35668.61714554758
29,1,1,0,0,1,1, 35936.81158545307
3,1,0,1,0,0,0, 39093.30124555167
4,1,1,1,1,1,1, 39555.77284860107
5,1,0,0,1,1,1, 32276.22249420319
6,1,0,0,1,0,1, 40942.78123494073
7,0,0,0,1,1,1, 38894.10069838247
8,0,0,1,1,0,1, 40039.430831482845
9,0,1,1,1,1,1, 40828.95851042894
