configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 22035.75080210133
1,1,1,0,1,0,1, 25653.260272848078
10,1,0,1,1,1,0, 25839.459438508547
11,1,0,1,1,1,1, 30048.61866499997
12,0,0,1,1,1,1, 26004.42075152776
13,1,0,1,0,1,1, 24058.819000692893
14,0,1,1,1,0,0, 26136.137915172552
15,0,0,1,0,0,1, 28420.798340225378
16,1,1,1,1,0,1, 25912.979033808664
17,0,1,0,1,0,1, 25905.527721505212
18,0,1,0,0,1,0, 25693.730729701954
19,0,1,0,0,0,1, 25892.51499176618
2,1,0,1,1,0,0, 25986.445470042825
20,1,0,0,0,0,1, 26079.767577111354
21,0,0,0,0,0,1, 25693.400650043037
22,1,1,0,1,0,0, 26035.022312014124
23,0,1,1,0,1,0, 25884.94143532
24,1,1,1,1,1,0, 25982.124298482646
25,0,1,1,0,0,1, 24919.5099827557
26,1,1,1,0,0,0, 25549.179615842535
27,0,0,1,0,1,0, 25872.15018265738
28,1,0,0,0,1,0, 25522.053606521396
29,1,1,0,0,1,1, 26127.533717582264
3,1,0,1,0,0,0, 25823.31173643695
4,1,1,1,1,1,1, 25864.320945185744
5,1,0,0,1,1,1, 25921.644054352506
6,1,0,0,1,0,1, 26191.51761510517
7,0,0,0,1,1,1, 26026.01039478855
8,0,0,1,1,0,1, 25845.737133345912
9,0,1,1,1,1,1, 25500.44625780951
