configurationID,jitless,experimental-wasm-modules,experimental-vm-modules,v8-pool-size,preserve-symlinks-main,no-warnings,node-memory-debug,ops
0,0,0,0,0,0,0, 0.015586609014206916
1,1,1,0,1,0,1, 0.0157175118188637
10,1,0,1,1,1,0, 0.015679594160628287
11,1,0,1,1,1,1, 0.015820736656390465
12,0,0,1,1,1,1, 0.015763586826442903
13,1,0,1,0,1,1, 0.015788032616047346
14,0,1,1,1,0,0, 0.01580114045258143
15,0,0,1,0,0,1, 0.01582269827149859
16,1,1,1,1,0,1, 0.015864272185950403
17,0,1,0,1,0,1, 0.01590837556412004
18,0,1,0,0,1,0, 0.01586372284686033
19,0,1,0,0,0,1, 0.015708734327679854
2,1,0,1,1,0,0, 0.015799797061349947
20,1,0,0,0,0,1, 0.015812312881790736
21,0,0,0,0,0,1, 0.01579358537410877
22,1,1,0,1,0,0, 0.015818293798249474
23,0,1,1,0,1,0, 0.015714882433148107
24,1,1,1,1,1,0, 0.015807385823430987
25,0,1,1,0,0,1, 0.01588992722800058
26,1,1,1,0,0,0, 0.015757915738137743
27,0,0,1,0,1,0, 0.01597435616154824
28,1,0,0,0,1,0, 0.015827676564134
29,1,1,0,0,1,1, 0.01580638422377891
3,1,0,1,0,0,0, 0.015924285498490665
4,1,1,1,1,1,1, 0.015854285675225392
5,1,0,0,1,1,1, 0.015829164446240298
6,1,0,0,1,0,1, 0.015714462196166023
7,0,0,0,1,1,1, 0.015723523105683722
8,0,0,1,1,0,1, 0.015811468014729244
9,0,1,1,1,1,1, 0.01577147471412775
